wav,n10,n20,n30,ref 10,ref 20,ref 30
1553.66,-68.17282104,-61.97676468,-63.44791794,-33.7677002,-33.99034882,-33.89810944
1553.67,-68.16518402,-61.96720123,-63.36323547,-33.82356644,-34.10227585,-33.72629929
1553.68,-68.19734955,-61.93755722,-63.36914825,-33.90390015,-34.18928909,-33.8016777
1553.69,-68.15218353,-61.89369965,-63.27134705,-33.94309616,-34.22947693,-33.7314949
1553.7,-68.10860443,-61.88890076,-63.15681839,-33.92350388,-34.41854858,-33.64454269
1553.71,-68.14535522,-61.85225296,-63.17073059,-34.00536346,-34.50710297,-33.79415894
1553.72,-68.10151672,-61.80430984,-63.17061615,-34.03656006,-34.54135132,-33.68161774
1553.73,-68.087883,-61.8359108,-63.16303635,-34.01449585,-34.7890625,-33.63098145
1553.74,-67.97267914,-61.8690033,-63.25190735,-34.01841354,-34.9618187,-33.65359879
1553.75,-67.9329071,-61.83880615,-63.36985397,-34.1106987,-34.94675446,-33.68976593
1553.76,-67.78404999,-61.86553192,-63.47237396,-34.18114471,-35.00130081,-33.6716423
1553.77,-67.63711548,-61.94454956,-63.57350922,-34.14519882,-35.15900421,-33.62297821
1553.78,-67.5348053,-61.92360687,-63.69119644,-34.19286728,-35.17338943,-33.65291214
1553.79,-67.39942169,-61.96566772,-63.87311554,-34.32192993,-35.19480896,-33.75045776
1553.8,-67.28669739,-62.06291962,-63.98043442,-34.29025269,-35.25006866,-33.75254059
1553.81,-67.17788696,-62.1484375,-64.11566925,-34.25880432,-35.33717346,-33.78728485
1553.82,-67.11134338,-62.20236969,-64.31840515,-34.40724564,-35.25730515,-33.86353302
1553.83,-67.0128479,-62.26786041,-64.44391632,-34.5087738,-35.21356201,-33.95184708
1553.84,-66.99489594,-62.33995056,-64.63956451,-34.38262177,-35.22425461,-34.00462723
1553.85,-67.00463104,-62.41267395,-64.82600403,-34.38036346,-35.19363403,-34.03353882
1553.86,-67.0037384,-62.45609283,-65.07301331,-34.49967575,-35.08980179,-34.18004227
1553.87,-67.07860565,-62.48521042,-65.36313629,-34.45312119,-35.00270462,-34.36627197
1553.88,-67.13615417,-62.61127472,-65.46710205,-34.30839539,-34.96101761,-34.3597908
1553.89,-67.21276093,-62.70948792,-65.69707489,-34.32980347,-34.95960617,-34.40904236
1553.9,-67.30976105,-62.69688797,-65.99845886,-34.41925049,-34.79224014,-34.56964874
1553.91,-67.35739899,-62.71211624,-66.11842346,-34.29272079,-34.74457932,-34.53687668
1553.92,-67.41740417,-62.75991821,-66.24285889,-34.2269783,-34.71773529,-34.60632706
1553.93,-67.45204926,-62.68881226,-66.41509247,-34.26225281,-34.59716797,-34.72992325
1553.94,-67.5694809,-62.59632492,-66.51591492,-34.23719025,-34.46367264,-34.85025787
1553.95,-67.70717621,-62.55133438,-66.56958771,-34.14869308,-34.41138077,-34.67845535
1553.96,-67.8964386,-62.55883026,-66.65750885,-34.14559937,-34.47531128,-34.65162659
1553.97,-68.1428833,-62.44657135,-66.71523285,-34.20408249,-34.33301926,-34.7343483
1553.98,-68.35974121,-62.43396378,-66.77032471,-34.25673294,-34.21330261,-34.6553154
1553.99,-68.58049011,-62.42601395,-66.79863739,-34.13134766,-34.18148422,-34.55998611
1554,-68.76307678,-62.32612228,-66.85194397,-34.15944672,-34.13716125,-34.56812286
1554.01,-68.94114685,-62.28146744,-66.96989441,-34.22500229,-34.01171494,-34.55483627
1554.02,-69.07544708,-62.2739296,-67.06391144,-34.16713333,-33.98946762,-34.499897
1554.03,-69.23710632,-62.24909592,-67.13642883,-34.1072731,-34.00544357,-34.2495842
1554.04,-69.28294373,-62.18605042,-67.2168808,-34.23925018,-33.96161652,-34.15292358
1554.05,-69.3112793,-62.12350082,-67.19538879,-34.3516655,-33.86528778,-34.11906815
1554.06,-69.21848297,-62.10106277,-67.11595154,-34.21902466,-33.8986702,-33.88417053
1554.07,-69.10820007,-62.08222961,-67.14707947,-34.24812317,-33.953125,-33.79515076
1554.08,-68.93161774,-61.92156982,-67.17983246,-34.33618164,-33.88021088,-33.76248932
1554.09,-68.72664642,-61.86851883,-67.13105774,-34.30090332,-33.80327606,-33.77867126
1554.1,-68.53799438,-61.83991241,-67.03733063,-34.13298035,-33.85409927,-33.55089569
1554.11,-68.3960495,-61.76223755,-66.98818207,-34.26329803,-33.90493011,-33.45574951
1554.12,-68.34978485,-61.73576736,-66.92207336,-34.30479813,-33.87131119,-33.47771072
1554.13,-68.35782623,-61.66276932,-66.80454254,-34.22243118,-33.86403656,-33.32678223
1554.14,-68.36735535,-61.70418167,-66.59693146,-34.07540131,-33.94386292,-33.19900131
1554.15,-68.39855957,-61.67503357,-66.49704742,-34.10856628,-34.02747726,-33.3359108
1554.16,-68.41410828,-61.56249619,-66.38103485,-34.09017563,-33.86146927,-33.366642
1554.17,-68.37411499,-61.64506912,-66.1783905,-33.9678688,-33.95909882,-33.31282425
1554.18,-68.32815552,-61.57638931,-66.12014771,-33.9521637,-34.05315399,-33.25999069
1554.19,-68.3061676,-61.49058914,-66.05409241,-34.06232452,-34.07279587,-33.3535881
1554.2,-68.31397247,-61.47997284,-65.97814178,-34.05279922,-34.11562729,-33.39186859
1554.21,-68.33459473,-61.4152832,-65.94322205,-33.94904709,-34.18870926,-33.33072281
1554.22,-68.40805054,-61.34823227,-65.89805603,-33.87895203,-34.24532318,-33.38516998
1554.23,-68.4845047,-61.25402069,-65.92556763,-33.97052383,-34.20759201,-33.55293655
1554.24,-68.59689331,-61.2509079,-65.97881317,-33.89418793,-34.29546356,-33.61028671
1554.25,-68.78614044,-61.25331497,-66.05565643,-33.82100677,-34.40033722,-33.64501953
1554.26,-69.03701782,-61.15558624,-66.27442932,-33.8856926,-34.31231689,-33.80342484
1554.27,-69.22434998,-61.10348129,-66.39440155,-33.88269043,-34.25790024,-33.9027977
1554.28,-69.45330048,-61.1318512,-66.50365448,-33.8548584,-34.33660889,-33.97021866
1554.29,-69.69930267,-61.04267883,-66.68527985,-33.69880676,-34.3704834,-33.99666595
1554.3,-69.96657562,-60.98934174,-66.8172226,-33.82196808,-34.37302399,-34.22299957
1554.31,-70.06138611,-60.98661804,-66.90912628,-33.76682663,-34.22963715,-34.38233948
1554.32,-70.068367,-60.96918488,-67.0282135,-33.66679764,-34.21165466,-34.43505478
1554.33,-69.92639923,-61.02331924,-67.15556335,-33.75001526,-34.24409485,-34.56706238
1554.34,-69.69689178,-61.00382996,-67.35977173,-33.88128662,-34.16165161,-34.77330399
1554.35,-69.53220367,-61.08977127,-67.47493744,-33.72672272,-34.0904541,-34.84666824
1554.36,-69.28547668,-61.22375488,-67.57345581,-33.59804916,-34.1242981,-34.88942337
1554.37,-69.12310028,-61.25838089,-67.86695862,-33.6557045,-34.01863098,-35.04129791
1554.38,-69.00629425,-61.40882874,-68.04819489,-33.65042877,-33.89848328,-35.28902435
1554.39,-68.88166809,-61.56889343,-68.21391296,-33.51993561,-33.73180771,-35.21079636
1554.4,-68.84388733,-61.71129608,-68.48013306,-33.45897293,-33.74501801,-35.20269775
1554.41,-68.83346558,-61.86903,-68.67442322,-33.45345306,-33.70179367,-35.40594864
1554.42,-68.8663559,-61.99828339,-68.84106445,-33.38154221,-33.64050674,-35.47475052
1554.43,-68.92249298,-62.18140793,-68.99317932,-33.25527954,-33.65307236,-35.47551346
1554.44,-69.02885437,-62.25961304,-69.03614044,-33.20697403,-33.61179733,-35.44932556
1554.45,-69.13745117,-62.31005859,-69.12598419,-33.22894287,-33.55899811,-35.49099731
1554.46,-69.33052063,-62.50208664,-69.10299683,-33.18503189,-33.52256393,-35.43118668
1554.47,-69.5327301,-62.66483688,-69.12561035,-33.11957932,-33.58705521,-35.34730148
1554.48,-69.73022461,-62.8318367,-69.2538147,-33.18239212,-33.48869705,-35.35468292
1554.49,-69.97530365,-63.12779617,-69.26930237,-33.32177734,-33.46671677,-35.31394196
1554.5,-70.16021729,-63.40363693,-69.36976624,-33.2369194,-33.46944427,-35.19577408
1554.51,-70.36824799,-63.65762329,-69.47544098,-33.22204971,-33.54927826,-35.01388168
1554.52,-70.51853943,-63.82245255,-69.54281616,-33.32507324,-33.53627777,-34.82893372
1554.53,-70.73538971,-63.99512863,-69.6906662,-33.31266022,-33.48825073,-34.84673309
1554.54,-71.06838989,-64.21916962,-69.84989166,-33.2437973,-33.48186874,-34.59137726
1554.55,-71.25175476,-64.31212616,-69.98665619,-33.35182571,-33.5854187,-34.35526657
1554.56,-71.64134979,-64.44306946,-70.08538818,-33.49165344,-33.62934875,-34.32855606
1554.57,-71.986763,-64.55436707,-70.12555695,-33.40596771,-33.71006393,-34.17568207
1554.58,-72.34590149,-64.62413025,-70.12445068,-33.35049438,-33.8555336,-33.99613571
1554.59,-72.76255035,-64.62930298,-70.19642639,-33.3963089,-34.07823563,-33.91269302
1554.6,-73.02552795,-64.56170654,-70.22725677,-33.42420959,-34.03676224,-33.91141891
1554.61,-73.28322601,-64.56529236,-70.21627045,-33.38612366,-34.10627747,-33.74053955
1554.62,-73.37644196,-64.55587769,-70.32653809,-33.45006943,-34.23756027,-33.59217834
1554.63,-73.40058899,-64.52409363,-70.41107178,-33.51425934,-34.30783081,-33.61392975
1554.64,-73.25527954,-64.54292297,-70.48390198,-33.49924088,-34.41440964,-33.57704163
1554.65,-73.05631256,-64.58192444,-70.60558319,-33.43650055,-34.51138306,-33.37749481
1554.66,-72.80886078,-64.53676605,-70.62754822,-33.42670059,-34.67824173,-33.35798645
1554.67,-72.50630188,-64.36889648,-70.65660095,-33.46507263,-34.59453583,-33.37404633
1554.68,-72.12033844,-64.31175232,-70.72789001,-33.36358261,-34.76912308,-33.31884384
1554.69,-71.76539612,-64.21063232,-70.79521942,-33.25476837,-34.90468979,-33.28331757
1554.7,-71.36825562,-64.0724411,-70.93153381,-33.272892,-35.02128601,-33.34901428
1554.71,-70.907547,-63.98199081,-71.10443878,-33.31594086,-35.02553558,-33.43846512
1554.72,-70.60042572,-63.94088364,-71.15448761,-33.29701996,-35.12159729,-33.50409698
1554.73,-70.26760101,-63.8622551,-71.16688538,-33.22410583,-35.22659302,-33.41840363
1554.74,-69.93746948,-63.73712921,-71.18605042,-33.30381393,-35.34344482,-33.5314064
1554.75,-69.68489075,-63.64997101,-71.08216095,-33.33873367,-35.26660538,-33.6927948
1554.76,-69.28823853,-63.59169388,-71.1161499,-33.19791031,-35.35239029,-33.72083282
1554.77,-69.00930786,-63.48397446,-71.02883148,-33.33192444,-35.46923065,-33.81501007
1554.78,-68.74565887,-63.39284134,-70.87233734,-33.43281937,-35.38370132,-33.95166016
1554.79,-68.45007324,-63.37349319,-70.71833801,-33.39614487,-35.30825806,-34.0868454
1554.8,-68.1734848,-63.35523987,-70.51435852,-33.39505386,-35.40901184,-34.01156998
1554.81,-67.82730103,-63.32846451,-70.42095947,-33.48615646,-35.3614769,-34.21941376
1554.82,-67.50080109,-63.23815536,-70.33111572,-33.56642532,-35.21442032,-34.4507637
1554.83,-67.2616806,-63.14302063,-70.15818787,-33.51961136,-35.03261566,-34.43496704
1554.84,-67.04979706,-63.01131439,-70.08678436,-33.53227234,-34.97436523,-34.51482391
1554.85,-66.86647034,-62.81631851,-69.9985733,-33.57741547,-34.861866,-34.81961823
1554.86,-66.7852478,-62.66954041,-69.92047119,-33.53894043,-34.69875336,-34.91707611
1554.87,-66.6858902,-62.57570648,-69.88098145,-33.52859116,-34.77098846,-34.89954758
1554.88,-66.60733032,-62.4036293,-69.79350281,-33.59942627,-34.62884521,-35.00635529
1554.89,-66.60714722,-62.22713089,-69.77796173,-33.69699478,-34.4757843,-35.14147568
1554.9,-66.58641052,-62.17848969,-69.74112701,-33.70495987,-34.40272903,-35.14286804
1554.91,-66.64385986,-62.10024643,-69.53796387,-33.63755035,-34.41412354,-35.08518982
1554.92,-66.68382263,-61.95676041,-69.44638062,-33.64719772,-34.35670853,-35.16818619
1554.93,-66.68914795,-61.82392502,-69.29373169,-33.7737236,-34.2372818,-35.29735184
1554.94,-66.69739532,-61.76951599,-69.12692261,-33.72275543,-34.18058395,-35.3118248
1554.95,-66.67675781,-61.65296936,-69.04850769,-33.74586868,-34.14989853,-35.21779633
1554.96,-66.74919891,-61.53286743,-68.96180725,-33.93516159,-34.0766716,-35.16998291
1554.97,-66.7736969,-61.46176529,-68.90477753,-33.90436172,-33.94231796,-35.21802139
1554.98,-66.7855072,-61.37057495,-68.89761353,-33.88221741,-33.89611435,-35.10201645
1554.99,-66.88716888,-61.29424667,-68.947052,-33.98789978,-33.92790222,-35.05225754
1555,-66.97642517,-61.24658966,-69.04933929,-34.08852768,-33.8110466,-35.19520187
1555.01,-67.09181976,-61.16102219,-69.13246918,-34.08409119,-33.79735565,-35.03480911
1555.02,-67.20889282,-61.15557098,-69.21289825,-34.12552643,-33.85802841,-34.92568588
1555.03,-67.28269958,-61.08682251,-69.36726379,-34.27215195,-33.96918869,-34.9390831
1555.04,-67.32870483,-61.05646515,-69.51396179,-34.29710388,-33.93582916,-34.9648056
1555.05,-67.32453156,-61.11211014,-69.63548279,-34.30150986,-34.01778793,-34.86748886
1555.06,-67.2713623,-61.09030151,-69.83139801,-34.40881348,-34.11514282,-34.84721375
1555.07,-67.29000092,-61.11910629,-69.97782898,-34.5438385,-34.08067703,-34.9974823
1555.08,-67.29097748,-61.13622665,-70.03905487,-34.47826004,-34.13280106,-34.89725113
1555.09,-67.21238708,-61.22773743,-70.12902832,-34.49165344,-34.28798676,-34.75788879
1555.1,-67.2278595,-61.24248886,-70.14709473,-34.56910706,-34.27305222,-34.77087021
1555.11,-67.18693542,-61.15950012,-70.30034637,-34.68117142,-34.17443466,-34.82326126
1555.12,-67.09231567,-61.18965912,-70.36605072,-34.61392212,-34.23529053,-34.85645294
1555.13,-67.18792725,-61.21166992,-70.41139984,-34.479702,-34.38519287,-34.85775375
1555.14,-67.30032349,-61.11700439,-70.5240097,-34.44186783,-34.40903473,-34.90967941
1555.15,-67.46958923,-61.08779144,-70.67180634,-34.44102097,-34.38373566,-35.01571274
1555.16,-67.63883209,-61.03572464,-70.73503113,-34.35254669,-34.40882874,-35.04438782
1555.17,-67.75746918,-60.97363281,-70.95794678,-34.35898972,-34.45481491,-35.04457092
1555.18,-67.84849548,-60.84984589,-71.17375183,-34.35878754,-34.444664,-35.16809845
1555.19,-67.81307983,-60.71239471,-71.1602478,-34.30805588,-34.4371109,-35.27236557
1555.2,-67.80596924,-60.59923172,-71.21401215,-34.14862823,-34.51119995,-35.27992249
1555.21,-67.81022644,-60.49354935,-71.1810379,-34.22421265,-34.48985672,-35.47703552
1555.22,-67.74977112,-60.30520248,-71.01698303,-34.19917297,-34.35299683,-35.60448456
1555.23,-67.47309875,-60.26063156,-70.95786285,-34.10076141,-34.29145432,-35.60055923
1555.24,-67.13069153,-60.20093536,-70.82045746,-34.14241791,-34.30290604,-35.57218933
1555.25,-66.78253174,-60.03681183,-70.65493011,-34.23891449,-34.18817139,-35.7026825
1555.26,-66.24118805,-59.99336624,-70.51672363,-34.25920868,-34.20752716,-35.83638763
1555.27,-65.71092987,-59.9406929,-70.35619354,-34.10409546,-34.20555878,-35.67910767
1555.28,-65.28943634,-59.93327332,-70.25657654,-34.13218307,-34.23862076,-35.78544617
1555.29,-64.87468719,-59.85707474,-70.02417755,-34.12119293,-34.03215027,-36.00716019
1555.3,-64.56499481,-59.80513,-69.87021637,-34.09792328,-34.04581833,-35.96037292
1555.31,-64.22738647,-59.86990738,-69.64421082,-34.05537415,-34.06615448,-35.94926834
1555.32,-63.94809341,-59.88989258,-69.41438293,-34.11558533,-33.98197937,-35.94045258
1555.33,-63.7106781,-59.88298035,-69.35504913,-34.22024536,-33.77871323,-35.98031998
1555.34,-63.39459991,-59.96262741,-69.11569214,-34.24859619,-33.82039642,-35.98315048
1555.35,-63.16444778,-60.02202606,-68.80377197,-34.20249939,-33.83753586,-35.82855988
1555.36,-62.99110413,-60.0392189,-68.65138245,-34.2555809,-33.75189972,-35.83021164
1555.37,-62.84944534,-60.04272842,-68.44143677,-34.26875687,-33.59256744,-35.80730438
1555.38,-62.70222092,-60.10012817,-68.2566452,-34.18287277,-33.56739807,-35.64186478
1555.39,-62.55236053,-60.17546463,-68.21560669,-34.1221962,-33.53872681,-35.50466919
1555.4,-62.43198776,-60.21001053,-68.10163116,-34.22312546,-33.49415207,-35.38909531
1555.41,-62.34044266,-60.27324677,-68.0544281,-34.17379761,-33.52256775,-35.30186081
1555.42,-62.2858963,-60.3860054,-68.02264404,-34.08605194,-33.59077072,-34.95697403
1555.43,-62.35128784,-60.43613052,-67.96347046,-34.08089447,-33.63599014,-34.76671219
1555.44,-62.46768188,-60.4437294,-67.93589783,-34.09658813,-33.58251953,-34.6811409
1555.45,-62.61682892,-60.57234955,-67.94839478,-34.06041336,-33.57445526,-34.52280045
1555.46,-62.85380936,-60.65494156,-67.94646454,-34.00756073,-33.57542801,-34.31024933
1555.47,-63.14108276,-60.74035645,-67.98218536,-34.12141418,-33.60967255,-34.20166779
1555.48,-63.41467667,-60.81435776,-68.04159546,-34.14536285,-33.58706665,-34.13749695
1555.49,-63.73973083,-60.95495224,-68.16605377,-34.12855911,-33.72934341,-33.95077515
1555.5,-64.01271057,-61.06489944,-68.28231049,-34.11206818,-33.77713394,-33.72260284
1555.51,-64.32369995,-61.08931351,-68.49663544,-34.138237,-33.84777451,-33.70337677
1555.52,-64.66891479,-61.08174515,-68.73197174,-34.18981171,-33.84928131,-33.57906723
1555.53,-64.89095306,-61.19940567,-68.91062927,-34.13999939,-34.0919342,-33.43976593
1555.54,-65.28781891,-61.25662994,-69.21990967,-34.19932556,-34.14701843,-33.37403107
1555.55,-65.54669952,-61.29965591,-69.61504364,-34.24111938,-34.17533875,-33.40196991
1555.56,-65.69316101,-61.43804932,-69.88741302,-34.2087326,-34.35358047,-33.34156799
1555.57,-65.84648132,-61.59743881,-70.14332581,-34.20796204,-34.64968872,-33.28017426
1555.58,-66.03417969,-61.74905014,-70.37465668,-34.2896347,-34.75539017,-33.32731628
1555.59,-66.27767181,-61.84925842,-70.46961212,-34.3675766,-34.79563522,-33.35593796
1555.6,-66.34725952,-62.0185318,-70.44626617,-34.27012253,-34.91213989,-33.33931351
1555.61,-66.41457367,-62.17137146,-70.41014099,-34.19509125,-35.03778076,-33.35491943
1555.62,-66.34584808,-62.30049896,-70.44006348,-34.24919128,-35.13119125,-33.57227325
1555.63,-66.08882141,-62.41848755,-70.30063629,-34.23683929,-35.17782593,-33.65802002
1555.64,-65.70068359,-62.59594345,-70.32111359,-34.12340927,-35.31537628,-33.72815704
1555.65,-65.389328,-62.63825607,-70.29940033,-34.09537506,-35.38292694,-33.82780075
1555.66,-65.0268631,-62.65376663,-70.22575378,-34.06385803,-35.33937073,-34.00695419
1555.67,-64.50397491,-62.64408875,-70.2694931,-33.93822861,-35.30096817,-34.17718506
1555.68,-64.13406372,-62.63547516,-70.15516663,-33.87569046,-35.31347656,-34.26846695
1555.69,-63.76648712,-62.53945923,-70.10055542,-33.85466003,-35.33926392,-34.48317719
1555.7,-63.35586548,-62.42520142,-70.14473724,-33.82618713,-35.19794083,-34.86614609
1555.71,-63.04281235,-62.36526108,-70.095047,-33.70455933,-35.17956543,-34.90730667
1555.72,-62.75375366,-62.30980682,-70.05284882,-33.66877747,-35.31753922,-35.07698822
1555.73,-62.59379196,-62.09241867,-69.95903015,-33.67786789,-35.07536316,-35.34434128
1555.74,-62.44290924,-61.9141655,-69.79442596,-33.5922966,-34.97512054,-35.47526932
1555.75,-62.35993195,-61.81674957,-69.66712189,-33.52509308,-35.02702332,-35.58714676
1555.76,-62.32779694,-61.62798309,-69.52875519,-33.48199463,-34.94182587,-35.84571457
1555.77,-62.30505371,-61.40490723,-69.48181152,-33.45487595,-34.74696732,-36.01774979
1555.78,-62.28520584,-61.28943253,-69.38047791,-33.44974899,-34.76871872,-36.04379654
1555.79,-62.30469513,-61.24298096,-69.28568268,-33.39710999,-34.76300049,-36.10813141
1555.8,-62.35493851,-61.08127594,-69.2726059,-33.4800148,-34.60741806,-36.27326584
1555.81,-62.39800644,-60.93997192,-69.1880722,-33.52084351,-34.47229004,-36.34239197
1555.82,-62.50780487,-60.86327362,-68.96453094,-33.40261078,-34.41394806,-36.30598831
1555.83,-62.65050888,-60.75978851,-68.89997101,-33.39627838,-34.37713242,-36.44705963
1555.84,-62.83418274,-60.65198517,-68.71510315,-33.42932892,-34.3964386,-36.52272415
1555.85,-63.02201843,-60.62026978,-68.56800079,-33.4495697,-34.39229584,-36.57020187
1555.86,-63.23926544,-60.60363007,-68.43112946,-33.38331604,-34.42714691,-36.42137909
1555.87,-63.57099915,-60.59951782,-68.28440094,-33.42485046,-34.3988266,-36.4094162
1555.88,-63.8551178,-60.56340027,-68.27443695,-33.48367691,-34.35910034,-36.36095428
1555.89,-64.07122803,-60.55069351,-68.19215393,-33.39307022,-34.2914238,-36.23644257
1555.9,-64.39160156,-60.5832901,-68.10211945,-33.34480286,-34.42183685,-36.02552032
1555.91,-64.63137817,-60.52720642,-68.04807281,-33.39775848,-34.34860992,-36.0644455
1555.92,-64.87312317,-60.49394226,-68.01382446,-33.3825798,-34.22790909,-36.08267975
1555.93,-64.93692017,-60.52272034,-67.95317841,-33.29225922,-34.31971359,-35.89862442
1555.94,-64.98941803,-60.49648666,-67.92771149,-33.37418365,-34.32709503,-35.71504593
1555.95,-64.92623901,-60.47270966,-67.96920013,-33.41226578,-34.27909851,-35.63937759
1555.96,-64.75978088,-60.44064331,-68.00314331,-33.42576981,-34.26229095,-35.46431351
1555.97,-64.53672791,-60.50253296,-67.9358902,-33.3874855,-34.35768509,-35.27820969
1555.98,-64.45213318,-60.53063965,-67.95539856,-33.37472153,-34.35312653,-35.30259705
1555.99,-64.35394287,-60.39344406,-67.98659515,-33.41226196,-34.27308655,-35.20082092
1556,-64.34726715,-60.45402908,-68.02709198,-33.41280746,-34.42478561,-35.03823471
1556.01,-64.38197327,-60.4679451,-68.1167984,-33.44917297,-34.51659393,-34.88076019
1556.02,-64.40583801,-60.40268326,-68.34538269,-33.57097244,-34.51108551,-34.82226181
1556.03,-64.44142151,-60.39048386,-68.51376343,-33.61762238,-34.53050995,-34.75415039
1556.04,-64.52951813,-60.40880966,-68.70654297,-33.65713501,-34.52731323,-34.64823532
1556.05,-64.57370758,-60.43561935,-68.8915329,-33.66794205,-34.6321907,-34.61683655
1556.06,-64.64946747,-60.41557312,-69.12400055,-33.80467224,-34.60151672,-34.69202423
1556.07,-64.77030945,-60.36616516,-69.19495392,-33.85453033,-34.67933655,-34.5809021
1556.08,-64.88866425,-60.39513016,-69.23881531,-33.86287308,-34.79040909,-34.52218246
1556.09,-65.14559937,-60.37388611,-69.335495,-34.02997208,-34.82918167,-34.51752853
1556.1,-65.43037415,-60.36174774,-69.30213928,-34.17017746,-34.75883102,-34.60959244
1556.11,-65.78349304,-60.4723587,-69.29262543,-34.18048096,-34.85596848,-34.63184357
1556.12,-66.11785889,-60.54305649,-69.22445679,-34.06877899,-34.97979736,-34.56516266
1556.13,-66.54868317,-60.6243515,-69.25448608,-34.20892334,-34.98517227,-34.65140915
1556.14,-66.89982605,-60.70536423,-69.3555069,-34.16836166,-34.94488525,-34.77589035
1556.15,-67.3245697,-60.72299576,-69.31143188,-34.13269043,-34.89961624,-34.80310059
1556.16,-67.80915833,-60.83317566,-69.2946701,-34.19415283,-34.94199371,-34.87271881
1556.17,-68.26799774,-60.76822281,-69.39834595,-34.27145386,-34.85971832,-35.00579453
1556.18,-68.35266876,-60.77875519,-69.38803864,-34.17155075,-34.84407806,-35.05607605
1556.19,-68.17765045,-60.97431946,-69.33646393,-34.13180542,-34.89635849,-35.19391632
1556.2,-67.76474762,-60.98937225,-69.30518341,-34.11957932,-34.83837891,-35.30683517
1556.21,-67.26045227,-61.07174683,-69.26019287,-34.11599731,-34.72531128,-35.44709778
1556.22,-66.63488007,-61.16629791,-69.11560059,-34.12249756,-34.58126831,-35.39592743
1556.23,-66.08182526,-61.29389954,-68.99886322,-34.09270096,-34.586586,-35.40886688
1556.24,-65.67923737,-61.31430817,-68.90814209,-34.12913895,-34.44161606,-35.48876953
1556.25,-65.26748657,-61.28270721,-68.7844696,-34.08815765,-34.30880356,-35.47057724
1556.26,-64.97103119,-61.32263947,-68.68662262,-34.05302048,-34.27256012,-35.36324692
1556.27,-64.6831131,-61.34172058,-68.69495392,-34.03409958,-34.17370224,-35.41250992
1556.28,-64.42166138,-61.25896835,-68.70442963,-34.04904175,-34.02761459,-35.48167801
1556.29,-64.22759247,-61.23587799,-68.68631744,-34.03860474,-33.93211746,-35.42365265
1556.3,-64.00534058,-61.2012291,-68.66583252,-33.97738647,-33.97518921,-35.25435638
1556.31,-63.85865402,-61.09452438,-68.67990875,-34.0439415,-33.87020111,-35.18524551
1556.32,-63.75534439,-61.0087204,-68.72799683,-34.26414871,-33.80355072,-35.21601868
1556.33,-63.64838028,-60.92598343,-68.71100616,-34.1512413,-33.80089951,-35.10813904
1556.34,-63.60069656,-60.91835785,-68.71291351,-34.14142227,-33.86185455,-34.98646545
1556.35,-63.56357193,-60.82672119,-68.7070694,-34.23827362,-33.84844971,-34.83324814
1556.36,-63.55524445,-60.76454926,-68.67621613,-34.23906708,-33.76422501,-34.90892792
1556.37,-63.6217804,-60.83182526,-68.56948853,-34.14273071,-33.76797104,-34.85034561
1556.38,-63.73936462,-60.81602097,-68.57310486,-34.29052734,-33.79611969,-34.65690994
1556.39,-63.94277573,-60.74339676,-68.62543488,-34.38034821,-33.8214035,-34.61929321
1556.4,-64.19687653,-60.73133087,-68.64743042,-34.33475494,-33.80317307,-34.57161331
1556.41,-64.48706055,-60.73562622,-68.67431641,-34.24938583,-33.89017105,-34.4180336
1556.42,-64.88124084,-60.73743057,-68.78137207,-34.23544312,-34.02651596,-34.44487762
1556.43,-65.27240753,-60.6634407,-68.85191345,-34.29598999,-33.93121719,-34.44549942
1556.44,-65.58733368,-60.7035141,-68.86503601,-34.26915741,-34.05772018,-34.39560699
1556.45,-65.97754669,-60.75413132,-68.8976593,-34.32183838,-34.18159866,-34.36870193
1556.46,-66.23468781,-60.70831299,-68.90171051,-34.3711853,-34.21349335,-34.40174103
1556.47,-66.4359436,-60.66466904,-68.85264587,-34.39031982,-34.29274368,-34.438797
1556.48,-66.66172791,-60.70275497,-68.77276611,-34.3419838,-34.4614296,-34.29818344
1556.49,-66.7432251,-60.73586273,-68.73734283,-34.33073807,-34.63981247,-34.33727264
1556.5,-66.98036957,-60.67302704,-68.70379639,-34.43775558,-34.53478241,-34.46397018
1556.51,-67.1230011,-60.68503189,-68.59715271,-34.45158386,-34.65010071,-34.52776337
1556.52,-67.21149445,-60.71081543,-68.55303955,-34.31246567,-34.73206711,-34.533535
1556.53,-67.34106445,-60.72733688,-68.56224823,-34.41860199,-34.7767868,-34.5967865
1556.54,-67.43174744,-60.67042542,-68.58309937,-34.47251511,-34.7964325,-34.71263123
1556.55,-67.4498291,-60.74666595,-68.65636444,-34.49994278,-34.93233109,-34.90041351
1556.56,-67.47609711,-60.78339386,-68.77669525,-34.47349548,-35.10218811,-34.7394104
1556.57,-67.48643494,-60.79151535,-68.95355225,-34.58095932,-35.2098732,-34.85593414
1556.58,-67.38272858,-60.7482605,-69.03372955,-34.58346939,-35.21472931,-35.05822372
1556.59,-67.20173645,-60.76215363,-69.05766296,-34.4923172,-35.28677368,-35.05014038
1556.6,-67.04473114,-60.76201248,-69.07393646,-34.56131363,-35.41267395,-35.16632462
1556.61,-66.85150909,-60.70655441,-69.08006287,-34.65753174,-35.37488937,-35.40047073
1556.62,-66.61062622,-60.68610764,-69.08607483,-34.6322403,-35.36763,-35.52967072
