wav,n10,n20,n30,ref 10,ref 20,ref 30
1522.97,-63.18026733,-64.6300354,-69.93869019,-41.30361557,-41.72557068,-39.74931335
1522.98,-63.12639236,-64.79795074,-70.14021301,-41.2951889,-41.73123932,-39.87748718
1522.99,-63.10668945,-65.04421234,-70.4023819,-41.2277565,-41.82519913,-39.77565384
1523,-63.14929199,-65.20337677,-70.39350891,-41.26237106,-41.82209778,-39.76692581
1523.01,-63.2362709,-65.43222046,-70.21660614,-41.28387451,-41.78543854,-39.79305649
1523.02,-63.32718658,-65.75868225,-69.87714386,-41.24860382,-41.7050705,-39.69445801
1523.03,-63.39897919,-66.03482056,-69.46328735,-41.24444199,-41.80337524,-39.75970459
1523.04,-63.53377151,-66.28567505,-69.18818665,-41.25354767,-41.59428787,-39.7177124
1523.05,-63.64162064,-66.44561768,-68.69924927,-41.36231232,-41.59244156,-39.7220192
1523.06,-63.80662918,-66.57337189,-68.28982544,-41.47473145,-41.5775032,-39.84636688
1523.07,-63.96889114,-66.81842041,-67.87451172,-41.52177429,-41.44804382,-39.9797821
1523.08,-64.21089172,-66.85826111,-67.38632965,-41.5812645,-41.38993454,-40.17227173
1523.09,-64.48217773,-67.10232544,-66.97969055,-41.62478638,-41.36838913,-40.1354599
1523.1,-64.71653748,-67.18878174,-66.57893372,-41.74009323,-41.31027222,-40.10686111
1523.11,-64.93848419,-67.21492004,-66.23083496,-41.7154007,-41.31955338,-40.14800262
1523.12,-65.0868988,-67.24732971,-65.93423462,-41.76876068,-41.30545044,-40.05261612
1523.13,-65.24642944,-67.16871643,-65.67227173,-41.72994614,-41.23093033,-40.01092911
1523.14,-65.3939743,-67.15929413,-65.43560028,-41.75458145,-41.15896606,-40.04096985
1523.15,-65.58395386,-67.09164429,-65.23573303,-41.78266907,-41.19467545,-40.03009033
1523.16,-65.68517303,-67.027771,-65.10047913,-41.79220581,-41.21875,-40.07893753
1523.17,-65.7529068,-67.012146,-64.97663879,-41.78132629,-41.01348877,-40.04814148
1523.18,-65.78481293,-66.99617004,-64.91201019,-41.80568695,-40.91135025,-40.05400848
1523.19,-65.79528046,-67.03200531,-64.86063385,-41.85348892,-41.05602646,-40.1352005
1523.2,-65.72107697,-67.0934906,-64.83546448,-41.91281128,-40.87750626,-40.06354904
1523.21,-65.59403992,-67.12884521,-64.83650208,-41.79117966,-40.88147354,-40.01633072
1523.22,-65.49021912,-67.20599365,-64.87343597,-41.78956223,-40.91395569,-39.98199844
1523.23,-65.37568665,-67.21755981,-64.93963623,-41.90422058,-40.96114349,-39.97251129
1523.24,-65.17133331,-67.2283783,-64.96848297,-41.8360939,-41.11709595,-40.02085495
1523.25,-64.96820068,-67.25382996,-65.09939575,-41.80388641,-41.12615967,-40.00502777
1523.26,-64.65168762,-67.2609024,-65.22522736,-41.67761612,-41.07814407,-40.0127449
1523.27,-64.45025635,-67.15644836,-65.3767395,-41.62726593,-41.0753479,-39.92494965
1523.28,-64.19125366,-66.93743896,-65.57902527,-41.67823029,-41.1033783,-39.8325882
1523.29,-63.96646118,-66.6453476,-65.72595215,-41.59347534,-41.10598755,-39.95229721
1523.3,-63.78881073,-66.21504211,-65.94050598,-41.50558853,-41.13772583,-39.92746735
1523.31,-63.64026642,-66.00643921,-66.16561127,-41.67115784,-41.21430969,-39.87781525
1523.32,-63.53942871,-65.5525589,-66.37472534,-41.68772888,-41.24303436,-39.88050842
1523.33,-63.45411682,-65.27142334,-66.62290192,-41.79638672,-41.27236938,-39.9659996
1523.34,-63.36681366,-64.97203827,-66.89035797,-41.78186035,-41.38393402,-39.92459106
1523.35,-63.33361816,-64.64842224,-67.18240356,-41.9038887,-41.35723495,-39.80334473
1523.36,-63.30620575,-64.32910919,-67.43343353,-42.06933975,-41.3795929,-39.91195297
1523.37,-63.31954956,-63.92583466,-67.71533966,-41.90553665,-41.40746689,-39.94818497
1523.38,-63.37917709,-63.63847733,-67.96065521,-41.84695816,-41.44697952,-39.86613083
1523.39,-63.44113541,-63.4080162,-68.21433258,-41.87492752,-41.38427353,-39.70804214
1523.4,-63.52569199,-63.09706497,-68.51073456,-41.76103592,-41.38491821,-39.74988174
1523.41,-63.62165451,-62.92856979,-68.79923248,-41.84398651,-41.47233963,-39.81242371
1523.42,-63.68974304,-62.73184204,-69.11051178,-41.84654999,-41.52758789,-39.91275787
1523.43,-63.82510376,-62.5794754,-69.29032135,-41.78226852,-41.3476181,-39.91891861
1523.44,-63.96440506,-62.44365692,-69.49608612,-41.73542023,-41.30287552,-39.94957352
1523.45,-64.15830994,-62.27669907,-69.57242584,-41.70782852,-41.27981949,-39.9032135
1523.46,-64.50302887,-62.2085228,-69.44445038,-41.711483,-41.27362823,-39.90088654
1523.47,-64.7350769,-62.12696838,-69.32125854,-41.7589798,-41.32276535,-39.85333252
1523.48,-65.04808044,-62.07086182,-69.09794617,-41.75568771,-41.28188705,-39.93678284
1523.49,-65.313797,-62.05154419,-68.99596405,-41.51071167,-41.31280899,-39.92655182
1523.5,-65.57901764,-62.01736832,-68.79794312,-41.49114609,-41.19120407,-39.88309097
1523.51,-65.86968994,-61.9382515,-68.38861847,-41.43785477,-41.2097435,-39.95811081
1523.52,-66.07530975,-61.9512291,-68.05014038,-41.37443542,-41.12220764,-40.05527496
1523.53,-66.30404663,-61.89989853,-67.69365692,-41.42687988,-41.03387451,-40.08911896
1523.54,-66.5378418,-61.90773392,-67.34720612,-41.46920776,-40.99013519,-40.19015884
1523.55,-66.62540436,-61.88755417,-66.94992828,-41.4138298,-40.72513199,-40.35528564
1523.56,-66.70868683,-61.93141937,-66.56627655,-41.36476517,-40.66600418,-40.31332016
1523.57,-66.6631546,-62.03138351,-66.25190735,-41.32331085,-40.78588867,-40.40340042
1523.58,-66.59936523,-62.03739929,-65.94929504,-41.3290062,-40.77507019,-40.49483109
1523.59,-66.46598053,-62.0679512,-65.71360016,-41.36017609,-40.74946594,-40.55284882
1523.6,-66.29758453,-62.12952042,-65.53833008,-41.41161346,-40.82201385,-40.54409027
1523.61,-66.12345886,-62.1353035,-65.39713287,-41.26884842,-40.67049408,-40.57958984
1523.62,-65.95886993,-62.17681885,-65.26358032,-41.09515381,-40.76066971,-40.36956787
1523.63,-65.7658844,-62.18871689,-65.16783142,-41.10496521,-40.88845825,-40.2698822
1523.64,-65.54490662,-62.24765396,-65.03991699,-40.97012711,-40.90246201,-40.24125671
1523.65,-65.3025589,-62.29447556,-64.96144104,-40.90565109,-40.92588806,-40.12181854
1523.66,-65.0741272,-62.30282211,-64.96453857,-40.82015991,-40.99028778,-40.07206345
1523.67,-64.80802917,-62.33448792,-64.96385956,-40.58536911,-41.04449844,-40.06843948
1523.68,-64.57795715,-62.37619781,-65.02562714,-40.59124756,-40.90285873,-39.98764038
1523.69,-64.37731171,-62.40353394,-65.07385254,-40.66627884,-40.87592316,-40.01753998
1523.7,-64.17993164,-62.47832489,-65.135849,-40.54027557,-40.83435059,-40.05157471
1523.71,-64.01579285,-62.58228302,-65.28579712,-40.48616791,-40.65920258,-39.99141693
1523.72,-63.91451263,-62.7348938,-65.42607117,-40.3697319,-40.72174835,-39.98799515
1523.73,-63.80178833,-62.95484161,-65.58325958,-40.23062134,-40.74292755,-39.83312225
1523.74,-63.72981262,-63.14373779,-65.73904419,-40.24227905,-40.7715416,-39.72851181
1523.75,-63.67546463,-63.44009781,-65.98136139,-40.23500824,-40.95488358,-39.70461273
1523.76,-63.61276245,-63.68055725,-66.26232147,-40.18533325,-40.94532394,-39.71992111
1523.77,-63.63072586,-63.93596268,-66.52297211,-40.20394897,-41.01234436,-39.560112
1523.78,-63.6602478,-64.27488708,-66.83721924,-40.32357788,-41.04851532,-39.44072342
1523.79,-63.75226974,-64.54453278,-67.12142944,-40.30611038,-41.06309128,-39.48952484
1523.8,-63.87333679,-64.92128754,-67.3761673,-40.26845169,-41.1212883,-39.39813232
1523.81,-64.00395203,-65.24867249,-67.61010742,-40.41143036,-41.25067902,-39.37985229
1523.82,-64.14930725,-65.58229065,-67.8646698,-40.42905426,-41.28829193,-39.4347229
1523.83,-64.27365112,-65.92375183,-68.10107422,-40.40330887,-41.13524628,-39.48067474
1523.84,-64.47544861,-66.15013885,-68.42073822,-40.57141495,-41.16808701,-39.50111008
1523.85,-64.70613098,-66.54179382,-68.71590424,-40.56674957,-41.15588379,-39.64152527
1523.86,-64.9769516,-66.86089325,-68.95780945,-40.66807938,-40.99327469,-39.66119385
1523.87,-65.31352234,-67.24307251,-69.19532013,-40.78178024,-41.01864624,-39.73376083
1523.88,-65.63859558,-67.67778778,-69.30954742,-40.63993073,-41.08307648,-39.68463516
1523.89,-65.97031403,-68.07314301,-69.28610992,-40.75224304,-41.0945282,-39.57380295
1523.9,-66.210495,-68.65921783,-69.16197205,-40.90284729,-41.24966431,-39.64651489
1523.91,-66.45466614,-69.04412842,-68.95973206,-40.91635513,-41.2976265,-39.76575851
1523.92,-66.61286163,-69.23134613,-68.70697784,-40.88355255,-41.33610916,-39.71533966
1523.93,-66.76145935,-69.27664185,-68.46355438,-40.97357178,-41.24331284,-39.74277496
1523.94,-66.78629303,-69.241539,-68.1707077,-41.00160217,-41.09880066,-39.83448792
1523.95,-66.67876434,-69.10334015,-67.80558777,-40.85306168,-41.15246201,-39.82307816
1523.96,-66.59825897,-68.87362671,-67.43593597,-40.88545227,-41.09957123,-39.7580452
1523.97,-66.33184814,-68.57717896,-67.01915741,-40.897789,-40.91737366,-39.87469482
1523.98,-66.05877686,-68.30126953,-66.66236115,-40.81750107,-40.70841217,-39.92036057
1523.99,-65.84179688,-67.96826935,-66.26417542,-40.84461975,-40.69590378,-39.92434311
1524,-65.54872894,-67.64366913,-65.94595337,-40.85939026,-40.6632843,-40.0194931
1524.01,-65.3658371,-67.3674469,-65.65242767,-40.89399338,-40.42393112,-39.98490906
1524.02,-65.14680481,-67.0814209,-65.41958618,-41.00339127,-40.32487869,-40.12197876
1524.03,-64.89868927,-66.94062042,-65.26976776,-40.99030304,-40.43750763,-40.12271118
1524.04,-64.70466614,-66.77251434,-65.15073395,-41.09706879,-40.36453247,-40.00989151
1524.05,-64.48042297,-66.67263794,-65.06674957,-41.12244415,-40.40300751,-40.08871841
1524.06,-64.28237915,-66.55116272,-64.98508453,-41.1462059,-40.39426804,-40.18431473
1524.07,-64.13872528,-66.4469986,-64.9497757,-41.19654465,-40.39900208,-40.25777817
1524.08,-64.02145386,-66.37640381,-64.93538666,-41.22121429,-40.41056061,-40.3799057
1524.09,-63.92433548,-66.34099579,-64.92901611,-41.19799805,-40.37126923,-40.48361206
1524.1,-63.84237289,-66.29888916,-64.98739624,-40.94219971,-40.37503052,-40.54413223
1524.11,-63.74410629,-66.30762482,-65.02928162,-40.854702,-40.33802795,-40.40139771
1524.12,-63.67530441,-66.3122406,-65.08045959,-40.88498688,-40.20385361,-40.43476486
1524.13,-63.63306808,-66.30924988,-65.1434021,-40.6469841,-40.14591217,-40.46582031
1524.14,-63.61798096,-66.19364166,-65.22400665,-40.54574966,-40.1967926,-40.46959686
1524.15,-63.67064667,-66.05591583,-65.33743286,-40.52828979,-40.20778275,-40.46985626
1524.16,-63.74092484,-65.82424927,-65.49464417,-40.46235657,-40.09830475,-40.49269104
1524.17,-63.82819748,-65.58164978,-65.71804047,-40.48423386,-40.16597748,-40.54628372
1524.18,-63.91594315,-65.42937469,-65.93308258,-40.37007904,-40.34629822,-40.58052826
1524.19,-63.92173004,-65.10868073,-66.19328308,-40.34152985,-40.26428604,-40.46115494
1524.2,-63.97869873,-64.86566925,-66.4278183,-40.28092957,-40.2238121,-40.54821777
1524.21,-64.02120972,-64.5730896,-66.65358734,-40.18693924,-40.26649857,-40.52148438
1524.22,-64.08969879,-64.32278442,-66.87306976,-40.20550537,-40.39331055,-40.43775177
1524.23,-64.24732971,-64.15666199,-67.02845764,-40.15887833,-40.40724182,-40.36540985
1524.24,-64.29053497,-63.97031784,-67.16190338,-40.09199524,-40.47402573,-40.34592819
1524.25,-64.33773804,-63.76789474,-67.2502594,-40.03387833,-40.49782944,-40.31372833
1524.26,-64.36663055,-63.62739944,-67.32901001,-40.02413559,-40.62605286,-40.02737045
1524.27,-64.36745453,-63.44284058,-67.33131409,-40.07269669,-40.57815933,-39.89346313
1524.28,-64.31481171,-63.31478882,-67.27783966,-40.0844841,-40.59518433,-39.90795898
1524.29,-64.24516296,-63.13743591,-67.18202209,-40.15412521,-40.62283325,-39.78787231
1524.3,-64.24523163,-63.00007248,-67.06846619,-40.31389236,-40.64714432,-39.74272919
1524.31,-64.18836212,-62.86708832,-66.96807861,-40.33542252,-40.76812363,-39.66386414
1524.32,-64.21633911,-62.74761963,-66.77470398,-40.49416733,-40.84719849,-39.62994385
1524.33,-64.15530396,-62.65610504,-66.6112442,-40.67513275,-40.99909592,-39.76966095
1524.34,-64.09230804,-62.49894333,-66.4121933,-40.69026947,-40.97429276,-39.70441437
1524.35,-64.03037262,-62.37788773,-66.15446472,-40.72122955,-40.84672546,-39.70142365
1524.36,-63.94444656,-62.33256149,-65.82184601,-40.73902512,-41.09067535,-39.65867615
1524.37,-63.92664719,-62.27396774,-65.49369812,-40.72283936,-41.12815094,-39.49859238
1524.38,-63.87729645,-62.2269516,-65.14066315,-40.836689,-41.09332275,-39.49143219
1524.39,-63.87933731,-62.2647171,-64.83274841,-40.88473892,-41.20915222,-39.58114243
1524.4,-63.93217468,-62.25098038,-64.5013504,-40.88739777,-41.14746094,-39.56035995
1524.41,-63.92336273,-62.25597382,-64.1827774,-40.88398743,-41.26931,-39.57673264
1524.42,-63.96788788,-62.22471619,-63.83986664,-40.92486191,-41.01156616,-39.62004089
1524.43,-63.97924423,-62.16466904,-63.53181839,-40.91712189,-40.90155029,-39.73408508
1524.44,-64.1000061,-62.1422348,-63.20262527,-40.79048157,-40.90607452,-39.67146301
1524.45,-64.24414063,-62.13397217,-62.95859909,-40.86342621,-40.86101532,-39.55615234
1524.46,-64.41191864,-62.11122894,-62.7503891,-40.85493088,-40.87837601,-39.67258072
1524.47,-64.56484985,-62.10790634,-62.5623703,-40.79969025,-40.83938599,-39.69684982
1524.48,-64.76807404,-62.02373505,-62.44258881,-40.87368774,-40.73892212,-39.7145462
1524.49,-64.96186829,-61.96251297,-62.34191895,-40.76480865,-40.73384094,-39.75073242
1524.5,-65.11818695,-61.87071228,-62.27444839,-40.79639435,-40.52076721,-39.72048187
1524.51,-65.31952667,-61.81933594,-62.2068634,-40.8578949,-40.44937134,-39.78222656
1524.52,-65.32792664,-61.7889061,-62.13403702,-40.78532028,-40.48340607,-39.66159439
1524.53,-65.39715576,-61.73152924,-62.09831238,-40.82288361,-40.44942474,-39.53924942
1524.54,-65.39076233,-61.79807281,-62.02541733,-40.85815048,-40.62161255,-39.55485153
1524.55,-65.36889648,-61.80518341,-61.99905777,-40.97057343,-40.66679382,-39.57594681
1524.56,-65.32258606,-61.834095,-62.01417542,-40.99921036,-40.62833405,-39.62764359
1524.57,-65.20130157,-61.87897491,-61.9896698,-41.0070343,-40.51285934,-39.69919205
1524.58,-65.09031677,-61.92049408,-61.98133087,-40.94800949,-40.49853516,-39.67227936
1524.59,-64.9296875,-62.0318985,-61.97388077,-40.76220703,-40.58005142,-39.61636734
1524.6,-64.70676422,-62.15484619,-61.99579239,-40.7595253,-40.53157425,-39.52005768
1524.61,-64.48139191,-62.34083939,-62.07253647,-40.69797897,-40.58073044,-39.51399612
1524.62,-64.22582245,-62.55467224,-62.11994171,-40.36833572,-40.73438263,-39.51366043
1524.63,-64.04651642,-62.76042938,-62.1815834,-40.36717987,-40.68141174,-39.39835358
1524.64,-63.80413055,-62.97834015,-62.29352188,-40.38336563,-40.64020538,-39.5332222
1524.65,-63.5368042,-63.19387817,-62.33171082,-40.20524597,-40.6346283,-39.58801651
1524.66,-63.31669617,-63.42671967,-62.42393112,-40.19150543,-40.51530457,-39.55833435
1524.67,-63.10152435,-63.67779541,-62.50501633,-40.12494659,-40.538311,-39.52561951
1524.68,-62.92842102,-63.95996857,-62.57608795,-40.12239075,-40.57302475,-39.34118652
1524.69,-62.72276306,-64.29878998,-62.7023468,-39.98910141,-40.65914154,-39.50246811
1524.7,-62.59077072,-64.64537811,-62.76366806,-39.95914078,-40.79091263,-39.40076828
1524.71,-62.44054031,-64.90698242,-62.87469864,-40.05224228,-40.87546921,-39.37397003
1524.72,-62.3228569,-65.18262482,-63.05186462,-39.94324112,-40.88154984,-39.53611755
1524.73,-62.27669525,-65.51248932,-63.15951157,-39.95259476,-40.90533066,-39.46219635
1524.74,-62.31082916,-65.77086639,-63.38199234,-39.98472214,-40.80491257,-39.43828583
1524.75,-62.3308754,-66.13743591,-63.56410599,-39.92411804,-40.74721527,-39.40188599
1524.76,-62.38819885,-66.44024658,-63.71856689,-39.96577454,-40.74753571,-39.30907059
1524.77,-62.43349838,-66.82299805,-63.93038177,-39.94044495,-40.87873077,-39.34972382
1524.78,-62.54417801,-67.0534668,-64.09343719,-40.06878662,-40.82471466,-39.26815414
1524.79,-62.6519165,-67.11739349,-64.27108765,-40.18701553,-40.66484833,-39.40599442
1524.8,-62.78574371,-67.16618347,-64.36965179,-40.21473694,-40.77780914,-39.41477203
1524.81,-62.97282791,-67.04723358,-64.35906219,-40.39097977,-40.69779587,-39.37948227
1524.82,-63.16869736,-66.96512604,-64.42712402,-40.60835266,-40.63916397,-39.4450531
1524.83,-63.31130219,-66.82580566,-64.39364624,-40.62080765,-40.63485718,-39.5059433
1524.84,-63.44822693,-66.64349365,-64.32984161,-40.51250458,-40.65711975,-39.56031036
1524.85,-63.70442963,-66.48654175,-64.25550079,-40.60544205,-40.68381882,-39.49740982
1524.86,-63.90531158,-66.17850494,-64.07544708,-40.65089417,-40.68917084,-39.61779404
1524.87,-64.12336731,-65.90131378,-63.88223648,-40.43003845,-40.6614151,-39.74100494
1524.88,-64.22328949,-65.69028473,-63.58821869,-40.32277679,-40.75414276,-39.71238327
1524.89,-64.37830353,-65.47486877,-63.26295853,-40.48319626,-40.74500275,-39.59236145
1524.9,-64.34578705,-65.36856079,-62.96226501,-40.3728447,-40.72539902,-39.66795349
1524.91,-64.33363342,-65.24236298,-62.67444992,-40.24522018,-40.47718048,-39.68389893
1524.92,-64.38926697,-65.12056732,-62.43964767,-40.22735596,-40.44906616,-39.65952301
1524.93,-64.26687622,-64.90833282,-62.21072388,-40.23053741,-40.45287323,-39.64383316
1524.94,-64.06542969,-64.59508514,-62.00645065,-40.24676895,-40.22950363,-39.82962418
1524.95,-63.85954285,-64.37527466,-61.81967545,-40.24681854,-40.26929474,-39.86466217
1524.96,-63.62142181,-64.1088562,-61.63414383,-40.26446152,-40.09656143,-39.93738937
1524.97,-63.51576996,-63.87194824,-61.43330383,-40.32477951,-39.92845535,-39.91002655
1524.98,-63.25386047,-63.68956757,-61.27909851,-40.13700867,-39.9707489,-40.06338882
1524.99,-63.06867218,-63.47948456,-61.08786392,-40.09519577,-39.93829727,-39.81240082
1525,-62.89751816,-63.31755447,-60.93691635,-40.11164093,-39.96559906,-39.68395233
1525.01,-62.70526886,-63.0875473,-60.85595703,-40.09470367,-40.04321671,-39.66040421
1525.02,-62.5774765,-62.84825897,-60.75559998,-40.11377716,-40.05083466,-39.55868912
1525.03,-62.4265976,-62.5795517,-60.70825958,-40.06469345,-40.14812469,-39.52545929
1525.04,-62.36819458,-62.31734467,-60.61975861,-40.23957825,-40.16452026,-39.39722824
1525.05,-62.20452881,-62.06705093,-60.55023575,-40.2168808,-40.10811996,-39.46642685
1525.06,-62.09005737,-61.88280869,-60.44097137,-40.02901459,-40.06372833,-39.26103973
1525.07,-62.03771591,-61.77852631,-60.37717438,-40.29681778,-40.13072205,-39.08177948
1525.08,-62.03053284,-61.67755508,-60.40341187,-40.31108475,-40.13132095,-39.16799164
1525.09,-62.04560852,-61.57388306,-60.45655823,-40.18138123,-40.00922394,-39.11817169
1525.1,-62.097332,-61.43716049,-60.54089355,-40.15771484,-40.07128906,-39.11471939
1525.11,-62.16814041,-61.36745834,-60.64921951,-39.99240112,-40.20188904,-39.13817215
1525.12,-62.25837326,-61.27777863,-60.70701218,-40.03172302,-40.03287506,-38.99306488
1525.13,-62.40514755,-61.28954697,-60.82488632,-39.76469421,-39.97498322,-39.08296204
1525.14,-62.61335754,-61.37032318,-60.92220306,-39.70346451,-40.12308502,-38.87239838
1525.15,-62.84940338,-61.428936,-61.04809952,-39.66059113,-40.16903305,-38.8502121
1525.16,-63.10142517,-61.52455902,-61.20305634,-39.46168137,-40.27350616,-38.81161499
1525.17,-63.28312683,-61.59539795,-61.38670349,-39.45399475,-40.35664368,-38.73549271
1525.18,-63.55437851,-61.633255,-61.60567474,-39.48609924,-40.39256668,-38.79267502
1525.19,-63.75922012,-61.65683365,-61.87979507,-39.45175934,-40.30737305,-38.87744904
1525.2,-63.95903778,-61.674263,-62.18030548,-39.37527847,-40.19010162,-38.95636368
1525.21,-64.14866638,-61.78803253,-62.45213318,-39.32131577,-40.13671875,-38.92080307
1525.22,-64.31906128,-61.8765564,-62.77209854,-39.31642532,-40.051548,-38.86372757
1525.23,-64.49984741,-62.0519104,-63.0784874,-39.39470673,-40.03885651,-38.87377167
1525.24,-64.57732391,-62.23160553,-63.47381592,-39.41715622,-40.04201889,-38.90904236
1525.25,-64.79450226,-62.42434692,-63.8789978,-39.55981445,-40.02819061,-38.90559769
1525.26,-64.81417847,-62.55476761,-64.40257263,-39.67178345,-40.06587601,-39.02728653
1525.27,-64.81565857,-62.58925629,-64.90861511,-39.71017838,-39.88262177,-38.99365997
