wav,n = 10,n = 20,n = 30,ref 10,ref 20,ref 30
1570.95,-47.92745209,-56.2872963,-61.59616089,-43.57696152,-46.27031708,-44.30187225
1570.96,-47.83297729,-56.26456451,-61.3812561,-43.50414658,-46.09525681,-44.2334671
1570.97,-47.72253418,-56.29381561,-61.22793579,-43.35236359,-45.92446518,-44.39969635
1570.98,-47.78934097,-56.36523438,-61.1631279,-43.37070847,-45.84264374,-44.71208954
1570.99,-47.75842667,-56.444561,-60.95718765,-43.39083862,-45.76548767,-44.48143005
1571,-47.68149185,-56.49619675,-60.73182297,-43.26078415,-45.57468796,-44.49956894
1571.01,-47.65685654,-56.50834656,-60.68100357,-43.24359894,-45.24883652,-44.74778748
1571.02,-47.73931122,-56.65315247,-60.56736755,-43.36392975,-45.15599823,-44.7354393
1571.03,-47.69391251,-56.74406815,-60.43077469,-43.29029465,-45.07681656,-44.74317551
1571.04,-47.59552002,-56.7803421,-60.38323593,-43.25531387,-44.82336426,-44.77519989
1571.05,-47.70993042,-56.89553452,-60.31925583,-43.37313843,-44.70462799,-44.80176163
1571.06,-47.70580292,-57.13684082,-60.19975281,-43.41302872,-44.77013779,-44.68761063
1571.07,-47.6012001,-57.21315384,-60.11377716,-43.33187485,-44.61654282,-44.70004654
1571.08,-47.65379333,-57.23795319,-60.02514648,-43.4373703,-44.48955536,-44.66840363
1571.09,-47.81066513,-57.39896011,-59.98177338,-43.67167664,-44.45375443,-44.58369446
1571.1,-47.83090973,-57.4883194,-59.92769241,-43.66817093,-44.38760376,-44.47698975
1571.11,-47.84916687,-57.49336243,-59.9003067,-43.75213623,-44.28885269,-44.41939926
1571.12,-47.86349487,-57.52223587,-59.88716125,-43.834198,-44.27770233,-44.41054153
1571.13,-47.95082474,-57.56153488,-59.90164566,-43.95310593,-44.32437134,-44.59163666
1571.14,-48.01359558,-57.53399277,-59.82146072,-44.05683517,-44.3439064,-44.44802856
1571.15,-48.039711,-57.48068619,-59.79417419,-43.98366547,-44.37064362,-44.41811752
1571.16,-48.15929413,-57.39390564,-59.88570404,-44.08320999,-44.45965576,-44.58999252
1571.17,-48.29914856,-57.3931694,-59.94085693,-44.15254593,-44.54284286,-44.6446228
1571.18,-48.24340057,-57.34757996,-59.90680313,-44.04200745,-44.60731506,-44.61737823
1571.19,-48.18747711,-57.17221451,-59.98629379,-43.84365845,-44.59625626,-44.77264023
1571.2,-48.34013748,-57.05116272,-60.14225388,-43.83100891,-44.76578522,-44.91865921
1571.21,-48.46118927,-56.99997711,-60.15169525,-43.91128922,-45.04553986,-44.93914795
1571.22,-48.46687317,-56.87417984,-60.23033905,-43.66381073,-45.0919075,-45.01482391
1571.23,-48.56287384,-56.62737274,-60.35923767,-43.5238266,-45.06012726,-45.20139313
1571.24,-48.63879395,-56.59569168,-60.43054581,-43.57573318,-45.29639816,-45.20236969
1571.25,-48.63370514,-56.51628113,-60.53272247,-43.47218704,-45.44305801,-45.29708862
1571.26,-48.70134354,-56.3767395,-60.65909958,-43.35109711,-45.42230606,-45.39130783
1571.27,-48.85518265,-56.19303131,-60.76482391,-43.44039536,-45.43386078,-45.45914078
1571.28,-48.85996628,-56.10647202,-60.89912033,-43.32353592,-45.62162018,-45.65003586
1571.29,-48.84038925,-55.96906662,-60.97516632,-43.1833992,-45.71022034,-45.70152283
1571.3,-48.89720917,-55.85088348,-61.07958984,-43.13728714,-45.84667206,-45.61257935
1571.31,-48.98194122,-55.77839279,-61.21506882,-43.12425995,-46.01054382,-45.75624084
1571.32,-49.10081482,-55.76138306,-61.33980942,-43.13538742,-46.08565521,-45.88082886
1571.33,-49.18294525,-55.71409988,-61.44266129,-43.12416458,-46.0452652,-45.80340958
1571.34,-49.17678833,-55.61551285,-61.59779739,-43.05010223,-46.02151489,-45.81893158
1571.35,-49.30680084,-55.45914459,-61.74077988,-43.15403748,-45.98934937,-45.94292068
1571.36,-49.42510605,-55.46787643,-61.78894806,-43.27443695,-46.06180954,-45.81044388
1571.37,-49.46986389,-55.36537933,-61.86217499,-43.34554672,-46.07235336,-45.72493744
1571.38,-49.47053146,-55.22306061,-62.05281067,-43.3275795,-45.98980331,-45.76266098
1571.39,-49.66596222,-55.2197876,-62.16724396,-43.63666534,-46.09133911,-45.74222183
1571.4,-49.64740753,-55.23945999,-62.19876862,-43.7081337,-46.12126541,-45.71680069
1571.41,-49.66503906,-55.17886734,-62.35431671,-43.59244919,-46.09766006,-45.64970779
1571.42,-49.73713303,-55.10737228,-62.44623184,-43.8062439,-46.10452652,-45.65373611
1571.43,-49.74431992,-55.17937088,-62.51818085,-43.83409882,-46.26728821,-45.52863312
1571.44,-49.74359894,-55.16242981,-62.57561493,-43.65868378,-46.26657104,-45.61330414
1571.45,-49.83637619,-55.15522385,-62.62989426,-43.71683121,-46.24907303,-45.50941086
1571.46,-49.94968796,-55.20588684,-62.72278595,-43.75391769,-46.35599136,-45.58623886
1571.47,-49.91836548,-55.28800583,-62.77971649,-43.53799057,-46.39920807,-45.61800385
1571.48,-49.99206924,-55.34334183,-62.78625488,-43.46367264,-46.3673439,-45.39344788
1571.49,-50.06111526,-55.41901779,-62.86295319,-43.41322327,-46.25908661,-45.42488861
1571.5,-50.08346939,-55.48239517,-62.93893051,-43.36765671,-46.1386528,-45.54346085
1571.51,-50.10163116,-55.60536957,-62.97541046,-43.26938629,-46.18950272,-45.47377014
1571.52,-49.97620392,-55.68317795,-63.01761627,-43.08892441,-46.20614624,-45.33486557
1571.53,-49.90538025,-55.73575211,-63.09542084,-42.92166519,-46.0322113,-45.37170792
1571.54,-49.94881439,-55.87857056,-63.18588638,-43.01118851,-46.04998779,-45.47785187
1571.55,-49.77098846,-56.10211182,-63.11218262,-42.94158554,-46.20999527,-45.22702789
1571.56,-49.56502151,-56.11738586,-63.1464119,-42.79213333,-46.02693176,-45.16625595
1571.57,-49.48715973,-56.15114594,-63.20628357,-42.83785248,-45.93485641,-45.08710861
1571.58,-49.54064178,-56.31787872,-63.16762543,-42.91004944,-45.93133163,-44.96491623
1571.59,-49.28435516,-56.37614059,-63.17367554,-42.7013588,-45.87144089,-44.83748245
1571.6,-49.16765594,-56.36856079,-63.17978668,-42.7607193,-45.74643707,-44.66639709
1571.61,-49.1513176,-56.43356323,-63.16208267,-42.89997101,-45.70397186,-44.63899994
1571.62,-49.09068298,-56.4921608,-63.09191895,-42.86215591,-45.78686142,-44.54081345
1571.63,-49.08840179,-56.46760941,-62.98213577,-42.9491272,-45.75523758,-44.33826447
1571.64,-49.06231689,-56.42077255,-62.97880936,-43.02938843,-45.72488785,-44.29414368
1571.65,-48.99460602,-56.36949921,-63.039711,-43.01862717,-45.75115585,-44.25456619
1571.66,-48.92144775,-56.330513,-63.04813385,-42.9759407,-45.71888733,-44.18751526
1571.67,-48.91432953,-56.3332634,-63.06936646,-42.96022797,-45.82975769,-44.03058243
1571.68,-48.84052658,-56.27046967,-63.15692139,-42.94194794,-45.81932449,-44.0597229
1571.69,-48.81747818,-56.24144745,-63.19988251,-42.96397781,-45.97081757,-44.12225342
1571.7,-48.78463364,-56.26632309,-63.10585022,-42.93518448,-46.16101456,-44.04468536
1571.71,-48.75175858,-56.16507339,-62.99695587,-42.79637527,-46.08730698,-44.05464935
1571.72,-48.85106277,-56.04863358,-62.90095139,-42.92823029,-46.08581543,-44.17591095
1571.73,-48.87300873,-56.06005859,-62.70974731,-43.00906372,-46.33210754,-44.07706451
1571.74,-48.77926636,-56.02318192,-62.51464844,-42.6385498,-46.44985199,-44.02814484
1571.75,-48.84240723,-55.9696312,-62.4217453,-42.49924088,-46.37198639,-44.17635345
1571.76,-48.99690628,-55.97346878,-62.3091011,-42.61545181,-46.56400681,-44.25195313
1571.77,-49.03911591,-55.99258041,-62.09914398,-42.4647522,-46.75350952,-44.30653
1571.78,-48.97415924,-55.94439697,-61.96902847,-42.36162186,-46.87320328,-44.30576324
1571.79,-49.09041977,-55.92878723,-61.85230637,-42.33036423,-46.94260406,-44.33655167
1571.8,-49.17055511,-55.94464874,-61.81684494,-42.24449158,-47.14490509,-44.4417572
1571.81,-49.15958405,-55.95139313,-61.70539856,-42.16927719,-47.21345139,-44.55049133
1571.82,-49.16955948,-55.98797226,-61.5604744,-42.09451675,-47.17547989,-44.52063751
1571.83,-49.13654709,-55.97741699,-61.49717331,-42.06895065,-47.13676071,-44.68015289
1571.84,-49.13856125,-55.99511337,-61.44064713,-42.05195236,-47.24446869,-44.76684189
1571.85,-49.13673019,-56.05603409,-61.21481323,-42.1076355,-47.31311035,-44.75416565
1571.86,-49.02769089,-56.04198456,-61.05208969,-42.07741547,-47.2890358,-44.7212677
1571.87,-48.94369125,-56.00350189,-60.96909714,-42.13136673,-47.18235397,-44.92310333
1571.88,-48.93205643,-56.09030914,-60.82649612,-42.26989746,-47.18192291,-44.9356842
1571.89,-48.83927155,-56.1331749,-60.67396545,-42.23494339,-47.18125916,-44.8953743
1571.9,-48.76260376,-56.094841,-60.60301971,-42.21101761,-47.02875519,-45.02510071
1571.91,-48.76900101,-56.10028839,-60.55517197,-42.43748474,-46.94256973,-45.09133911
1571.92,-48.68068695,-56.17610168,-60.4617691,-42.29936218,-46.95061111,-45.05915833
1571.93,-48.56942749,-56.14171982,-60.454216,-42.17089081,-46.82764053,-45.22555542
1571.94,-48.57283783,-56.15086365,-60.45308304,-42.37631226,-46.728302,-45.25880051
1571.95,-48.58446503,-56.2111702,-60.47995758,-42.4645462,-46.79359436,-45.30760956
1571.96,-48.405056,-56.19110107,-60.44608688,-42.23162842,-46.56746674,-45.36717224
1571.97,-48.35943222,-56.21121979,-60.45021057,-42.15536499,-46.39212036,-45.43273544
1571.98,-48.39445114,-56.19671249,-60.42877197,-42.13750839,-46.26605225,-45.54673004
1571.99,-48.30631638,-56.18398285,-60.44297791,-42.05384064,-46.16244125,-45.65915298
1572,-48.23952103,-56.20692825,-60.35748291,-41.99308014,-46.11371613,-45.66178894
1572.01,-48.15222168,-56.21440887,-60.35237503,-41.8067131,-45.96940994,-45.6049881
1572.02,-48.04746246,-56.18866348,-60.48750305,-41.67430115,-45.73731232,-45.84712982
1572.03,-48.04474258,-56.27515793,-60.56096649,-41.66985321,-45.62136841,-45.97730637
1572.04,-47.98080444,-56.32159042,-60.56380081,-41.57369995,-45.55870438,-45.89631653
1572.05,-47.89688492,-56.29535675,-60.68457031,-41.37823105,-45.35251617,-46.05785751
1572.06,-47.96218491,-56.25430298,-60.78115463,-41.45970154,-45.1087532,-46.24557495
1572.07,-47.98801804,-56.30262756,-60.79745483,-41.41155243,-45.04520416,-46.24333191
1572.08,-47.88296509,-56.23372269,-60.86208344,-41.24758148,-44.87747955,-46.37296295
1572.09,-47.88492203,-56.1757164,-60.94444275,-41.33113098,-44.68688965,-46.33444977
1572.1,-47.97081375,-56.18927002,-61.06237793,-41.42960739,-44.64296341,-46.3751564
1572.11,-48.01991272,-56.18117142,-61.16891098,-41.44828796,-44.57775497,-46.39785385
1572.12,-48.07372284,-56.12799072,-61.3059082,-41.5501442,-44.47922134,-46.30764389
1572.13,-48.11075592,-56.06089401,-61.42969131,-41.73208618,-44.35564423,-46.16804886
1572.14,-48.10810471,-55.98826981,-61.55254745,-41.80982971,-44.23191071,-46.11637878
1572.15,-48.08295441,-55.95415878,-61.61569214,-41.93028259,-44.18751144,-45.96157074
1572.16,-48.24576569,-55.95887375,-61.7218895,-42.18261719,-44.18416595,-45.84602356
1572.17,-48.28727722,-55.86376953,-61.85739136,-42.36360168,-44.11065292,-45.87791061
1572.18,-48.29673767,-55.86539078,-61.93462753,-42.53250122,-44.14733124,-45.86353302
1572.19,-48.36565018,-55.86658859,-61.87451553,-42.72654724,-44.23364639,-45.66850662
1572.2,-48.40237427,-55.73868942,-61.94066238,-42.81243515,-44.1402092,-45.65100098
1572.21,-48.5633049,-55.67266846,-61.97626495,-43.15849304,-44.18924713,-45.74145508
1572.22,-48.69304276,-55.64133835,-61.82117081,-43.44365692,-44.3024826,-45.69302368
1572.23,-48.59287643,-55.54096985,-61.70103836,-43.35931778,-44.3624382,-45.58885956
1572.24,-48.67855453,-55.43173218,-61.63780975,-43.61933517,-44.32392502,-45.58625031
1572.25,-48.86712646,-55.42411041,-61.58719635,-43.96871948,-44.53128052,-45.60955811
1572.26,-48.91089249,-55.39067841,-61.49034882,-43.91378403,-44.75714493,-45.53285599
1572.27,-49.02248001,-55.27792358,-61.43710709,-44.0552063,-44.75460052,-45.47706604
1572.28,-49.12512207,-55.22773743,-61.40873337,-44.2557869,-44.8574791,-45.46639252
1572.29,-49.11462021,-55.17206192,-61.40978622,-44.15028763,-45.0606575,-45.43392563
1572.3,-49.14420319,-55.13105774,-61.32242203,-44.19582367,-45.16846466,-45.39941406
1572.31,-49.16860199,-55.09075546,-61.21748352,-44.15598679,-45.25012589,-45.32241058
1572.32,-49.09680176,-54.99323654,-61.1715889,-44.15431976,-45.35471725,-45.4140892
1572.33,-49.16584015,-55.00363541,-61.11003113,-44.2228241,-45.57914352,-45.46635056
1572.34,-49.14726257,-55.02986145,-60.98036194,-44.2461319,-45.84611511,-45.4312973
1572.35,-49.12860107,-55.01214218,-60.90860367,-44.21440506,-45.81500244,-45.48542786
1572.36,-49.16650772,-54.9708252,-60.90795517,-44.3064537,-45.86879349,-45.67164993
1572.37,-49.20210266,-55.05733871,-60.84244156,-44.43600845,-46.06997299,-45.55332184
1572.38,-49.03174973,-55.10761261,-60.83771515,-44.32962418,-46.12353516,-45.47784805
1572.39,-49.02187347,-55.11190033,-60.89638901,-44.43109894,-46.05433273,-45.65405273
1572.4,-49.13779831,-55.25196457,-60.89451981,-44.65090942,-46.22461319,-45.7242775
1572.41,-49.07852173,-55.31706238,-60.84633255,-44.67527008,-46.27990723,-45.65414429
1572.42,-49.00413895,-55.36463165,-60.85784531,-44.75350189,-46.30610657,-45.61149597
1572.43,-49.07125854,-55.47182846,-60.88423538,-44.98795319,-46.39307022,-45.65433121
1572.44,-49.01809692,-55.62794495,-60.93475723,-44.94259644,-46.57774734,-45.6377182
1572.45,-48.93517685,-55.69910049,-60.91230392,-44.91439438,-46.4964447,-45.63312912
1572.46,-48.96772766,-55.83237457,-60.93364716,-45.02189255,-46.49773788,-45.66664124
1572.47,-48.96525955,-55.94465256,-60.9701004,-45.05102539,-46.61435318,-45.69017792
1572.48,-48.97742081,-56.06429672,-60.99125671,-44.96461868,-46.76018906,-45.63803101
1572.49,-48.99168396,-56.21439743,-60.90174103,-45.01035309,-46.87304306,-45.58172607
1572.5,-48.98259735,-56.28403854,-60.87926102,-44.77614594,-46.82535934,-45.57059479
1572.51,-48.96239471,-56.33315659,-60.94460678,-44.6840477,-46.85250854,-45.67481995
1572.52,-48.98744583,-56.50641251,-60.90732193,-44.67868423,-46.90935898,-45.57810593
1572.53,-48.89418793,-56.62107849,-60.86808395,-44.28392792,-46.98601151,-45.5510025
1572.54,-48.94997406,-56.61790848,-60.92606735,-44.11607361,-46.90330887,-45.63741684
1572.55,-49.09787369,-56.65787125,-60.97912598,-44.16638184,-46.91117096,-45.69667816
1572.56,-49.01732635,-56.78046036,-61.00461197,-43.865242,-46.96044922,-45.68885422
1572.57,-48.92596054,-56.78856277,-61.08462143,-43.64852142,-46.9904747,-45.83893585
1572.58,-49.0554924,-56.78421021,-61.18242645,-43.67510605,-46.9912262,-45.93784332
1572.59,-49.13028336,-56.84393311,-61.2630806,-43.6458931,-47.08710098,-45.97286987
1572.6,-49.14937592,-56.81772614,-61.33678436,-43.62065125,-47.11700058,-46.01700592
1572.61,-49.23799896,-56.82925415,-61.46695328,-43.57159042,-47.07209015,-46.14657211
1572.62,-49.32308197,-56.84125519,-61.58183289,-43.59992218,-47.07395935,-46.22666168
1572.63,-49.34495926,-56.82434082,-61.68719101,-43.63434982,-46.98695755,-46.27514267
1572.64,-49.42095566,-56.8467865,-61.71267319,-43.68963623,-47.05348587,-46.2387886
1572.65,-49.487957,-56.83896637,-61.78028488,-43.77098083,-46.92098236,-46.22089005
1572.66,-49.47717285,-56.8140831,-61.91570282,-43.80143738,-46.83289719,-46.39508438
1572.67,-49.51472855,-56.84185791,-61.93347931,-43.91464996,-46.78829193,-46.38900757
1572.68,-49.52594757,-56.8571701,-61.86388397,-44.03100586,-46.78391647,-46.27193832
1572.69,-49.57149124,-56.78887558,-61.9657135,-44.07673645,-46.67964172,-46.32601547
1572.7,-49.64691544,-56.83164215,-62.03005219,-44.37572861,-46.65041351,-46.35345459
1572.71,-49.60851669,-56.92844772,-62.00677109,-44.43939209,-46.71236038,-46.37810516
1572.72,-49.59922028,-56.90694046,-62.05702972,-44.40832901,-46.67015076,-46.4425621
1572.73,-49.70077896,-56.86870193,-62.07859039,-44.75207901,-46.56309891,-46.43014145
1572.74,-49.79710007,-56.96386337,-62.09574509,-44.93536377,-46.67695999,-46.45353317
1572.75,-49.70539474,-56.92951584,-61.99708939,-44.81623077,-46.73004913,-46.40233612
1572.76,-49.82073975,-56.86687469,-61.88865662,-44.95734787,-46.72494507,-46.2871666
1572.77,-49.90723801,-56.8487587,-61.83755493,-45.14396286,-46.72294617,-46.36728668
1572.78,-49.88607407,-56.86790466,-61.71908188,-45.09054565,-46.77251816,-46.30869675
1572.79,-49.90522766,-56.9118309,-61.59161377,-45.07040024,-46.83369827,-46.19821548
1572.8,-49.91083908,-56.89927292,-61.50090408,-45.0970192,-46.73798752,-46.14652634
1572.81,-49.86104202,-56.8884697,-61.46996307,-44.93503571,-46.73989487,-46.12147522
1572.82,-49.92769623,-56.89771652,-61.41733551,-44.95410919,-46.77654648,-46.10461807
1572.83,-49.89623642,-56.92022324,-61.28982162,-44.7990036,-46.90221405,-45.98163986
1572.84,-49.88729095,-56.90325165,-61.25805664,-44.63632584,-46.79536438,-46.06275558
1572.85,-49.97712708,-56.94669342,-61.22071838,-44.72790909,-46.90007401,-46.09608459
1572.86,-50.02845764,-57.05000687,-61.06672668,-44.64326477,-47.0014801,-45.90374756
1572.87,-49.91687393,-57.133461,-60.9848671,-44.48464966,-47.0126152,-45.87036896
1572.88,-49.96186447,-57.19203949,-60.98269272,-44.5004425,-46.80290222,-45.94716644
1572.89,-50.03192139,-57.36088562,-60.95325851,-44.48717499,-46.81641769,-46.01389694
1572.9,-49.96305084,-57.42757797,-60.92256165,-44.33614349,-46.75352859,-46.10433578
1572.91,-49.99399567,-57.50230026,-60.88779449,-44.3578186,-46.70199585,-45.98828125
1572.92,-50.04743576,-57.64593506,-60.91165543,-44.38421631,-46.66259384,-45.99634171
1572.93,-49.97172928,-57.77462769,-60.93406677,-44.25909805,-46.63168716,-46.02765656
1572.94,-49.96576309,-57.87189865,-60.92190552,-44.23425293,-46.52598953,-46.00892258
1572.95,-49.99630356,-57.99433517,-60.98454285,-44.17649078,-46.38692856,-45.98561859
1572.96,-49.89008331,-58.08802032,-61.04278946,-44.12148285,-46.29013062,-45.99536896
1572.97,-49.87908554,-58.23963165,-61.07307816,-43.98501968,-46.4166832,-45.83486557
1572.98,-49.79780579,-58.3013382,-61.10573196,-43.85242844,-46.41748428,-45.755867
1572.99,-49.63607025,-58.22167587,-61.19485474,-43.43373489,-46.21850586,-45.81440735
1573,-49.58779144,-58.17059326,-61.34074402,-43.29291534,-46.19619751,-45.93754959
1573.01,-49.43048477,-58.17411041,-61.38609314,-43.20415497,-46.26214981,-45.8626442
1573.02,-49.18346405,-58.12879181,-61.49429703,-42.77542114,-46.35198975,-45.74611282
1573.03,-49.14672089,-57.95321655,-61.73426819,-42.67694855,-46.24489212,-45.78358841
1573.04,-49.16233063,-57.88031387,-61.90782166,-42.53327179,-46.24155807,-45.75856018
1573.05,-49.06377029,-57.76708603,-62.11132431,-42.19599915,-46.20766068,-45.78386688
1573.06,-48.91671371,-57.63059998,-62.41933441,-42.00730896,-46.1208725,-45.87329102
1573.07,-48.9335556,-57.50504684,-62.73392487,-41.98758316,-46.13132477,-45.96599579
1573.08,-48.81802368,-57.40834427,-63.007164,-41.82597351,-46.3471489,-46.04583359
1573.09,-48.84011078,-57.25262451,-63.23397827,-41.8008728,-46.38349152,-46.0643959
1573.1,-48.85470581,-57.09122086,-63.43072891,-41.7729187,-46.37799454,-46.07374191
1573.11,-48.83886719,-56.93115997,-63.70521927,-41.75025177,-46.38646317,-46.19252014
1573.12,-48.84131241,-56.82227325,-63.88933945,-41.73577881,-46.43235779,-46.25678635
1573.13,-48.86143494,-56.77145767,-64.04560089,-41.76338959,-46.57179642,-46.28220749
1573.14,-48.83976746,-56.64139175,-64.26959229,-41.75093842,-46.4923172,-46.34403229
1573.15,-48.90148163,-56.52213287,-64.45896149,-41.8503952,-46.59399033,-46.54139709
1573.16,-48.9397316,-56.48772049,-64.51150513,-41.90796661,-46.73085785,-46.51004791
1573.17,-48.92459869,-56.36106491,-64.51852417,-41.89773178,-46.56320572,-46.52571487
1573.18,-49.03344727,-56.25442123,-64.54150391,-42.02310944,-46.50963211,-46.6561203
1573.19,-49.25258255,-56.2665596,-64.50547791,-42.36356354,-46.5841713,-46.66153717
1573.2,-49.24703979,-56.27862167,-64.19907379,-42.40436554,-46.5934906,-46.55895233
1573.21,-49.32370377,-56.22379684,-64.00032806,-42.47490311,-46.45267868,-46.60171127
1573.22,-49.58344269,-56.16600037,-63.78946304,-42.84406281,-46.33215332,-46.68668365
1573.23,-49.67648315,-56.20331955,-63.4064827,-42.96731949,-46.48473358,-46.73658371
1573.24,-49.72800064,-56.06912994,-63.01182556,-43.15695572,-46.4524498,-46.73597336
1573.25,-49.83626175,-55.97755432,-62.66556931,-43.41477966,-46.3657074,-46.7527771
1573.26,-49.94715881,-55.89544296,-62.33067703,-43.66796494,-46.39181137,-46.78932953
1573.27,-49.91594696,-55.83466339,-62.0033989,-43.64393234,-46.32374954,-46.73338318
1573.28,-49.98685455,-55.83161926,-61.63266754,-43.83593369,-46.27048111,-46.65870285
1573.29,-49.9480896,-55.78595352,-61.34615707,-43.88699722,-46.11195755,-46.63967896
1573.3,-49.92366791,-55.75227737,-61.21337891,-43.86668015,-46.15700531,-46.62637711
1573.31,-49.86222076,-55.77851868,-60.95126724,-43.92783737,-46.23613739,-46.50610733
1573.32,-49.70872498,-55.79191589,-60.72463226,-43.85281372,-46.2567215,-46.45909119
1573.33,-49.69662857,-55.68448257,-60.54397583,-43.85271454,-46.11634827,-46.55952072
1573.34,-49.68914032,-55.69007874,-60.3323288,-43.99100876,-46.16620636,-46.4778595
1573.35,-49.42952728,-55.77242279,-60.14461517,-43.81584549,-46.25391006,-46.43140411
1573.36,-49.25638962,-55.74904251,-59.98783875,-43.74257278,-46.26262283,-46.3860321
1573.37,-49.1627655,-55.76952744,-59.82922363,-43.90757751,-46.27950287,-46.33446503
1573.38,-49.07946396,-55.83094788,-59.7591095,-43.90811539,-46.33517838,-46.48620987
1573.39,-48.92852402,-55.84925842,-59.66391754,-43.88273621,-46.37648392,-46.40880203
1573.4,-48.80317688,-55.89646912,-59.61284637,-43.93087006,-46.40943527,-46.22818756
1573.41,-48.74623108,-55.98784637,-59.61164856,-44.03368378,-46.56689453,-46.16808319
1573.42,-48.58816147,-56.10732269,-59.5929184,-44.01493454,-46.586483,-46.23311996
1573.43,-48.49445343,-56.21297073,-59.61445999,-44.08069611,-46.53108597,-46.26875305
1573.44,-48.44325256,-56.37521744,-59.64776611,-44.16866684,-46.46623611,-46.2236557
1573.45,-48.2890892,-56.51641464,-59.73962784,-44.16779709,-46.48231888,-46.16963959
1573.46,-48.22512054,-56.68746185,-59.78123093,-44.245327,-46.59905243,-46.06505966
1573.47,-48.15498734,-56.843647,-59.82143784,-44.29349899,-46.71147537,-46.00880432
1573.48,-48.10205841,-56.86168289,-59.98887253,-44.23550797,-46.65217209,-46.09343719
1573.49,-48.09979248,-56.97649384,-60.11873627,-44.36618423,-46.74847031,-46.12204361
1573.5,-48.02373123,-57.12687302,-60.17058945,-44.33414459,-46.88309479,-46.10998535
1573.51,-48.00368118,-57.13227844,-60.36157227,-44.15061951,-46.87003708,-46.07798767
1573.52,-48.08906174,-57.09121704,-60.55414581,-44.26285553,-46.85177612,-46.07917023
1573.53,-48.11877441,-57.2228508,-60.76901245,-44.1761055,-47.01486206,-45.98096848
1573.54,-48.08084106,-57.22983551,-61.02412415,-43.93319321,-47.11262131,-46.05620575
1573.55,-48.22853088,-57.13448334,-61.26949692,-43.9682045,-47.11215591,-45.91491318
1573.56,-48.38614655,-57.14190292,-61.58156586,-43.99271393,-47.18001556,-45.98236847
1573.57,-48.46394348,-57.11654282,-61.89250565,-43.81024551,-47.34839249,-46.05140686
1573.58,-48.58484268,-57.03082657,-62.10735703,-43.76473999,-47.41911697,-45.81998062
1573.59,-48.70329285,-56.93044662,-62.36708069,-43.74846268,-47.56164551,-45.87046051
1573.6,-48.85192871,-56.83703232,-62.67121887,-43.75235748,-47.66099167,-45.99596024
1573.61,-48.98058701,-56.76605988,-62.88253784,-43.77965164,-47.73212051,-45.97307587
1573.62,-49.07994461,-56.73959732,-63.0520668,-43.71062851,-47.97172165,-45.83447647
1573.63,-49.1926384,-56.63999176,-63.26807404,-43.67185211,-48.07738876,-45.85374451
1573.64,-49.33547592,-56.60126114,-63.53622437,-43.75282288,-48.3243103,-46.02613449
1573.65,-49.48896027,-56.58820724,-63.54071426,-43.78856659,-48.61705399,-45.96250916
1573.66,-49.58983612,-56.50520325,-63.64348984,-43.73161697,-48.62733841,-46.00162506
1573.67,-49.78499603,-56.40673447,-63.83050156,-43.87089539,-48.71324921,-46.09568024
1573.68,-49.98538589,-56.44540405,-63.72015381,-44.0153923,-48.95174026,-46.08430481
1573.69,-49.95871735,-56.4418869,-63.62274933,-43.94626999,-49.04027176,-46.14727783
1573.7,-50.07097244,-56.42707443,-63.43397141,-44.10588074,-48.9274826,-46.10138702
1573.71,-50.18179321,-56.46191406,-63.12726593,-44.33919907,-48.92993927,-46.21660614
1573.72,-50.23233795,-56.48796082,-62.8897438,-44.45817947,-49.02259445,-46.2963562
1573.73,-50.34142303,-56.47154236,-62.53004456,-44.70273972,-48.8845253,-46.28585815
1573.74,-50.38657379,-56.43252563,-62.15123367,-44.95021057,-48.66531372,-46.27297974
1573.75,-50.32426834,-56.44468689,-61.95269775,-45.0841217,-48.58296204,-46.41157913
1573.76,-50.32074356,-56.49279404,-61.68392181,-45.26811981,-48.46235657,-46.46633148
1573.77,-50.36660004,-56.55286407,-61.42160797,-45.56193161,-48.29430771,-46.53211975
1573.78,-50.31163406,-56.56300735,-61.24700165,-45.70471573,-48.07476044,-46.73808289
1573.79,-50.32073212,-56.60395432,-61.08666229,-45.76482391,-47.94948196,-46.80631638
1573.8,-50.27587891,-56.6785965,-60.87063599,-45.77145386,-47.9439621,-46.85475159
1573.81,-50.21539688,-56.74834442,-60.69744492,-45.69419098,-47.79550934,-46.9822197
1573.82,-50.29895401,-56.68091965,-60.57765579,-45.92229462,-47.54718781,-47.19828033
1573.83,-50.3514061,-56.77119446,-60.41942978,-46.05530167,-47.45560455,-47.21345901
1573.84,-50.10594559,-56.81760025,-60.27601242,-45.7467804,-47.39086151,-47.15917969
1573.85,-50.03305817,-56.78639984,-60.19398117,-45.75204086,-47.24360275,-47.2889328
1573.86,-50.0423317,-56.82295227,-60.14789963,-45.87856674,-47.22447586,-47.38185883
1573.87,-49.97419739,-56.85696411,-60.06389236,-45.7710495,-47.18543243,-47.42942047
1573.88,-49.9433403,-56.79569244,-60.06593323,-45.70838165,-47.06984711,-47.46478271
1573.89,-49.94334412,-56.76784515,-60.08040237,-45.68757248,-47.00547791,-47.41765976
1573.9,-49.910923,-56.75026321,-60.17485046,-45.722332,-47.03422928,-47.45496368
1573.91,-49.88153839,-56.7310524,-60.2716713,-45.67100525,-46.98368835,-47.45648193
